A_GC,A_TC,G_TC,T_GA,T_TT,k1,k2,k3,k4,k5,average,maximum,none_levated_peak,percentile25
-0.44452752713468485,-0.4472614638498642,-0.36045145311540655,-0.27754185498588796,-0.5298891917494752,0.5245769363593572,0.9859443800805799,0.786057175256143,0.26017295442849053,0.08401860628935469,-0.3629913549939627,-0.3649366532151754,-0.2818355141852373,-0.35658005474645355
1.3150430447273471,2.243854519523204,1.2161601234918964,0.753364417978737,0.23621566379193473,0.5034372070689567,1.0320965855725293,1.7036202676844905,2.043311599666023,2.0983029151560606,1.3564617983067306,0.6525172458581278,1.7343507634525464,1.355788186959891
1.3150430447273471,2.243854519523204,1.2161601234918964,0.753364417978737,0.23621566379193473,0.4912977072339567,1.0209106525002478,1.6979984278829563,2.0407798813165394,2.0963032981407137,1.3477714213586451,0.6439404210505403,1.7295137596571737,1.3328617056133014
1.3150430447273471,2.243854519523204,1.2161601234918964,0.753364417978737,0.23621566379193473,0.48361185163509984,1.014927058343242,1.6946692834560657,2.0391156889246442,2.0948451978888043,1.3440469740951717,0.6404428862691234,1.726209873545705,1.3959189333356488
3.2566381585061412,3.1753946676138813,3.679615711940807,3.183357775681067,3.913518970390703,0.5020217593467313,0.9850287664974529,1.697599715067679,2.089087152153608,2.2860439572283684,3.0759149516074293,3.410163478156602,2.8029532368343473,3.103653993865358
3.2566381585061412,3.1753946676138813,3.679615711940807,3.183357775681067,3.913518970390703,0.5016649086802739,0.9863497918813176,1.6988245086751017,2.089578925103138,2.2860439572283684,3.075914951607437,3.4102447750742098,2.8022281769883386,3.096941230651812
3.0139387692837922,3.1753946676138813,3.5810774884028502,3.036085450971835,3.913518970390703,0.5185545364418395,0.9893539892326149,1.7005794697007228,2.0901978076187127,2.277455937326394,2.8847266587494493,3.013229510613846,2.6884922011980272,2.9578651643975813
-0.44452752713468485,-0.34375700295090006,-0.458989676653363,-0.49845034204973615,-0.37666822064119326,0.7325136502538562,1.0795941461544036,1.23049980652022,0.40558119810539406,0.08108033396119373,-0.3716817319420529,-0.3657372511211794,-0.3048688717308319,-0.3733091248569973
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6301937492741364,1.1421444770430733,1.8157387420946476,2.132515209594663,2.1804182273292203,1.3750840346240714,0.6630593352826617,1.73293350206728,1.294967963101355
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6329202332339203,1.1444244384890072,1.8166635728139942,2.1330845016435847,2.180503921606924,1.3738425522029123,0.6614881839836826,1.729339087199809,1.3959490412779176
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6242017328558932,1.1386512452061401,1.8126153444625765,2.1300644258934236,2.1754874336824934,1.3726010697817617,0.6607688829952861,1.7249230941916047,1.3561788025758497
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6283664057190395,1.1399037519247268,1.8153348473022959,2.133044095993954,2.1793650726019713,1.3651521752548283,0.6523210728612924,1.7304455091750308,1.3743994555068777
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6255871286203156,1.1375841592101303,1.8143937938437624,2.1324664820154253,2.179276266256353,1.3663936576759823,0.6538886895116802,1.7308993082524753,1.2912922245963694
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6196171499072026,1.1341328569230344,1.8112797565811343,2.130015662283882,2.1743279563289764,1.3639106928336686,0.6516053065214878,1.7294404892189055,1.4259848080438284
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6172817080258229,1.1310500747797592,1.810429231407224,2.1292058881295715,2.1773289345353697,1.362669210412514,0.6504229665675879,1.7367888181480322,1.425574505555941
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6200972735077454,1.13338376788976,1.8113750492011036,2.12978494502287,2.1774181178067415,1.361427727991356,0.6488553499172005,1.7265670970966425,1.4644442881396917
1.1330185028105852,1.8298366759273472,0.6249307822641578,1.4160898791702814,1.3087624615499087,0.6111347846733337,1.1274243805856348,1.80731476048377,2.12675075529314,2.17237113494258,1.3601862455702018,0.6481537221717621,1.713907595790399,1.426873928629807
2.467865143533506,2.347358980422168,3.3840010413269375,3.6988109121633794,3.300635085957575,0.49489500827401406,1.0085602187611475,1.7342522259123512,2.1148039839202513,2.304909552593606,3.0560512328689367,3.3676204477077554,2.788415952625358,3.0865349349770104
2.467865143533506,2.347358980422168,3.3840010413269375,3.6988109121633794,3.300635085957575,0.49634621043905397,1.0097008932918434,1.7349027387554194,2.115178067063626,2.304667756416279,3.054809750447784,3.3646283676749413,2.7834993430250927,3.154127884082385
2.467865143533506,2.347358980422168,3.3840010413269375,3.6988109121633794,3.300635085957575,0.4954225006543902,1.009976007746712,1.7349799121145346,2.114985590750202,2.3046819408094557,3.0523267856054606,3.3596339092149696,2.781376060175213,3.1522058361320267
2.467865143533506,2.347358980422168,3.3840010413269375,3.6988109121633794,3.300635085957575,0.4947612526508908,1.0080475735100782,1.733026334812244,2.113214300732868,2.30362769735049,3.0535682680266327,3.3624775340069353,2.7918050864662485,2.9719156097872386
2.467865143533506,2.347358980422168,3.3840010413269375,3.6988109121633794,3.300635085957575,0.49622009222815056,1.0091914055072966,1.7336778887079602,2.113588541752843,2.3033855592801316,3.052326785605479,3.3594854539741212,2.792464492011046,3.169851775323754
2.467865143533506,2.347358980422168,3.3840010413269375,3.6988109121633794,3.300635085957575,0.49530901023849006,1.0094714436553067,1.7337562927709418,2.1133957248939077,2.3033994073110686,3.04984382076316,3.3544909955141495,2.7934358607673286,3.153413511193446
2.225165754311157,2.450863441321132,3.2854628177889813,3.5515385874541474,5.29250771036524,0.5443478098053927,1.0405860082641858,1.7579073653557062,2.1330716299564227,2.320183636575698,3.048602338342004,3.338410111746533,2.792333927659909,3.1433113208791
2.225165754311157,2.450863441321132,3.2854628177889813,3.5515385874541474,5.29250771036524,0.5430203823593412,1.0395283076645987,1.757325499114823,2.1327189645873754,2.320016613554842,3.0498438207631646,3.3413527066990643,2.7899325157853214,3.065688139585211
2.225165754311157,2.450863441321132,3.2854628177889813,3.5515385874541474,5.29250771036524,0.5419383823993473,1.0397220829831688,1.7574059577416834,2.1326488242220165,2.3201606534753445,3.047360855920836,3.33641833726515,2.7869800847745654,3.1056363860597136
-0.38385267982909754,-0.34375700295090006,-0.458989676653363,-0.4248141796951201,-0.5298891917494752,-0.1621170365038098,-0.08993937611923745,0.14366799176934789,0.2927663355140094,0.0945501381190232,-0.36174987257280705,-0.36452840130284225,-0.28058005601514846,-0.3511817698753977
1.1330185028105852,1.4158188323314906,1.11762189995394,0.753364417978737,0.6958785771167807,0.4883915470919867,1.0065624757112404,1.7037539512277111,2.044822710807301,2.0890323337276726,1.3415640092528676,0.6372899797253903,1.7208291528473392,1.3816538059066683
1.1330185028105852,1.4158188323314906,1.0190836764159834,0.827000580333353,0.6958785771167807,0.47746766696689386,1.000192863824934,1.705917465533654,2.049249409017231,2.0943871893501225,1.3415640092528658,0.6379757015521663,1.7240754755468637,1.3526814435415002
1.1330185028105852,1.4158188323314906,1.2161601234918964,0.827000580333353,0.6958785771167807,0.479985427805837,1.0006928349963087,1.7023265881312084,2.0435987735174574,2.0902487334102613,1.3428054916740249,0.6393559818271974,1.722480273892075,1.3328233041787654
1.1330185028105852,1.4158188323314906,1.11762189995394,0.753364417978737,0.6958785771167807,0.47821522128789845,1.002399194580691,1.7004614481423128,2.0444049274192095,2.087984505265621,1.3328736323047727,0.6286318580001949,1.7137574609518929,1.3844846108088933
1.1330185028105852,1.4158188323314906,1.0190836764159834,0.827000580333353,0.6958785771167807,0.46710608971846074,0.9955079106835093,1.7024839520571997,2.0489617291121074,2.093364705032325,1.3328736323047763,0.6293211144755625,1.7165326929351223,1.3783740092729606
1.1330185028105852,1.4158188323314906,1.2161601234918964,0.827000580333353,0.6958785771167807,0.4690091611107324,0.9960888922775318,1.6987316092704972,2.042853206479031,2.0892037733567794,1.3341151147259298,0.6307473451822849,1.7173815645762116,1.3278364212500626
1.1330185028105852,1.4158188323314906,1.11762189995394,0.753364417978737,0.6958785771167807,0.4699402115187,0.9971421597177054,1.6982455131543295,2.043264473277411,2.085857463452149,1.329149185041308,0.6251944122448357,1.7017721138523754,1.4183207767267714
1.1330185028105852,1.4158188323314906,1.2161601234918964,0.827000580333353,0.6958785771167807,0.4609035997425034,0.9911190281994856,1.6966960570148506,2.0420248460738764,2.087079100034971,1.3303906674624613,0.6272957608325592,1.7130572258489831,1.2815800329129385
1.1330185028105852,1.4158188323314906,1.0190836764159834,0.827000580333353,0.6958785771167807,0.4588897639167279,0.9903089426499939,1.7003449883113375,2.0478949586874817,2.091248598584232,1.329149185041308,0.6258765994230202,1.7063236377885675,1.424604439888675
