nameseq
sp|P08795|GES_BPD10
sp|O48394|GP38_BPSP1
sp|P03723|GP13_BPT7
sp|Q9T1U6|VP02_BPAPS
sp|P69621|YO07_BPS2
sp|P39500|Y13G_BPT4
sp|P20330|Y67_BPT3
sp|O64214|VG20_BPMD2
sp|Q05279|VG65_BPML5
sp|P32285|Y00G_BPT4
sp|Q9T1R9|VP29_BPAPS
Negative_60
Negative_70
sp|P68664|YQ54_BPP4
sp|P03798|Y53_BPT7
Negative_156
sp|Q04768|YG34_BPLLH
sp|P15418|G1P_BPI22
sp|P46085|HA70C_CBCP
sp|Q05245|VG35_BPML5
Negative_127
sp|P39251|Y16Q_BPT4
sp|O64202|VG06_BPMD2
sp|P03687|VG18_BPP22
sp|P10479|DPOL_BPPRD
sp|O64175|YOSQ_BPSPB
sp|P57022|GTRB_BPP22
sp|Q9T1Q3|DPOL_BPAPS
sp|P39418|Y00H_BPT4
sp|P07716|V12_BPT3
sp|Q05274|VG61_BPML5
sp|Q05221|VG15_BPML5
sp|P03793|Y16_BPT7
sp|Q05224|VG18_BPML5
sp|O64197|VG01_BPMD2
sp|P06155|VINT_BPPH8
sp|Q05265|VG55_BPML5
sp|Q9T216|RDF_BPPHC
Negative_67
sp|P18244|Y43_BPR51
sp|P39499|Y13F_BPT4
Negative_75
sp|P07076|Y04H_BPT4
sp|P11109|EXO2_BPT5
sp|Q01267|PRO_BPMU
sp|P51705|VCOX_BPHC1
sp|O21942|GTRA_BPSF2
Negative_187
sp|O64224|VG30_BPMD2
sp|P03761|VREN_LAMBD
sp|P42545|YO10_BPL2
Negative_ind_46
sp|Q9T1S8|VP20_BPAPS
sp|O64226|VG32_BPMD2
Negative_111
sp|Q38278|GP19_BPLC2
sp|P03691|VR2B_BPT4
Negative_ind_12
sp|P51712|YO10_BPHC1
sp|P07082|Y04B_BPT4
sp|P13307|Y06B_BPT4
Negative_106
sp|P42536|YO01_BPL2
sp|P22562|VREP_BPPHH
Negative_161
sp|Q7Y2C0|ENLYS_BPKMV
Negative_158
sp|Q9T1P7|VP51_BPAPS
sp|P27079|VXIS_BPP21
sp|P03627|REP_BPPF3
sp|P03773|Y64_LAMBD
Negative_194
sp|P68924|REXA_LAMBD
sp|P20317|V43_BPT3
sp|P69173|VGC_BPS13
sp|P13314|Y06G_BPT4
sp|Q03544|VEAA_BPP22
Negative_118
Negative_134
sp|Q38580|SCAF_BPSPP
Negative_ind_2
sp|Q06260|LPA_BPP1
sp|Q05249|VG39_BPML5
sp|O64362|ENLYS_BPN15
Negative_112
sp|P39492|Y10C_BPT4
sp|Q38668|NINY_BPP22
sp|P08711|VPB_BP186
sp|Q8SDJ8|SAK_BPPHD
Negative_179
sp|Q331T8|TUBY_CBCP
sp|P51738|YO34_BPHC1
sp|O48406|GP52_BPSP1
sp|P03036|RCRO_BP434
sp|Q3T4L9|HOLIN_BPPRD
sp|P32278|Y10B_BPT4
sp|P03735|GT_LAMBD
sp|P13318|Y06K_BPT4
sp|P13313|Y06F_BPT4
Negative_ind_7
Negative_87
sp|Q6QGJ4|FRD_BPT5
sp|O64254|VG62_BPMD2
Negative_ind_44
Negative_3
sp|P39505|Y13L_BPT4
sp|P13322|Y07D_BPT4
sp|P03628|VG071_BPPF3
sp|P13336|GP28_BPT4
sp|Q76VH1|Y14D_BPLZ1
sp|Q9XJQ2|NINE_BPP21
sp|P39424|Y01E_BPT4
sp|P10430|YIM6_BPPH1
sp|O03978|HOLIN_BPDP1
sp|P22919|Y16C_BPT4
sp|Q6QGH9|OBP_BPT5
