nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
URS000006F838/Thermoanaerobacter,161.99999999999997,48.259814056633004,2963.8564003468,1.057318614801627,0.16666666666666669,2.9118296522378357,406.0344812943846,408.5643156223999,6.560308409916971,14.263080751917379,48.259814056633004,113.49763676833074,2962.7990817319983,166924.79999999996,99.23455601641336,49.61727800820668,2.5063856870023744,0.8403733514019169,0.1873073888416245,miRNA
URS0000283DEC/Oscillatoriales,193.99999999999997,126.29959056615719,1704.6803715515898,0.6294277471920949,0.1666666666666667,2.717162228708651,273.173937263422,274.59303220098894,26.912276405925553,54.47926244742887,126.29959056615719,205.94570497618656,1704.0509438043978,75401.33333333336,151.46644252875768,75.73322126437884,1.4081130786774332,0.7434868433502043,0.19316535388656272,miRNA
URS000020C75E/Pseudomonas,124.00000000000004,70.80485267607841,528.9468593658476,1.4983977560291262,0.16666666666666663,2.1001647144345,120.73110618229255,121.71668258571678,21.382406992727944,41.354452521470776,70.80485267607841,193.34775332661644,527.4484616098184,14814.95081967213,151.99330080514568,75.99665040257284,0.973637953083004,1.321825393787132,0.26482211745411016,miRNA
URS00002CF439/Capnocytophaga,177.99999999999994,113.77782121213207,1250.2957853175578,1.3479793777544284,0.1666666666666667,2.516633210687403,202.4648117575002,203.6119303523695,24.98193464786288,55.45258895263222,113.77782121213207,223.4743957781243,1248.9478059398034,41457.81818181817,168.02180682549206,84.01090341274603,1.1374427626825858,0.9516050452972917,0.24008052307702135,miRNA
URS00002D2BC5/Rhizobium,131.99999999999994,83.15562646833415,765.625551822949,0.9549016571381405,0.16666666666666674,2.2233945269500635,159.1979899370592,160.41791574605278,23.100757456528264,33.114798555640654,83.15562646833415,154.49119903050592,764.6706501658108,25733.90769230769,121.37640047486528,60.68820023743264,1.206045378311055,0.9204457961619428,0.17156908832472165,miRNA
URS0000326346/Prevotella,212.00000000000003,138.12684733697694,1172.408043955386,0.9383190610619926,0.16666666666666666,2.8282175703302044,237.01476747240878,238.14073470074274,20.248937333290833,48.68928930977318,138.12684733697694,263.83036457818423,1171.469724894324,56711.00952380953,215.14107526841104,107.57053763420552,1.1179941861906073,0.935044935606674,0.2057377388377631,miRNA
URS00002EE34B/Pseudomonas,160.00000000000003,86.65526546101339,850.7021776380719,1.8259746604380607,0.16666666666666666,2.4223789786719356,172.60359208313133,173.69258453961305,23.282797755345058,43.83488471645776,86.65526546101339,233.1544948655192,848.8762029776339,30169.11392405063,189.31961014906145,94.65980507453072,1.0787724505195706,1.2747950431471005,0.2326087689291128,miRNA
URS00003B57B0/Rivularia,270.00000000000006,154.61784372760007,1910.4179601481999,1.0931438894781398,0.16666666666666663,3.147077046250388,305.4046496044224,306.5421010260948,41.39257100040009,74.68498340022367,154.61784372760007,356.4136111666639,1909.3248162587217,93968.05970149253,281.72862776644024,140.86431388322012,1.1311283318682308,1.1334027470293877,0.23772565553373068,miRNA
URS000035ED5D/Capnocytophaga,237.9999999999999,149.39092583823177,1817.9999999999998,0.2497668813361019,0.16666666666666674,2.957230795624221,273.393489315309,274.5494923120666,29.74961589232109,59.554477152896766,149.39092583823177,324.07857155119916,1817.7502331186636,75377.42372881353,264.5240943983024,132.2620471991512,1.1487121399802904,0.9723246268630839,0.2450783519746165,miRNA
URS00003E1E75/Capnocytophaga,166.00000000000006,115.92039095176284,906.2228113410354,1.476963788260458,0.16666666666666663,2.365299502667384,150.97019573412499,151.88795613712168,49.168483839470824,71.72559055860896,115.92039095176284,220.2582539703003,904.7458475527749,23069.9512195122,148.53266341169135,74.26633170584567,0.9094590104465358,0.9951555432126394,0.21569302910750196,miRNA
