nameseq,k1,k2,k3,k4,k5,label
URS000006F838/Thermoanaerobacter,0.6257435182747009,0.683691932909117,0.7152167545486456,0.7325417836996051,0.7447405164750124,miRNA
URS0000283DEC/Oscillatoriales,0.6107568309972748,0.7178007305116293,0.7462766335583922,0.7518610035659429,0.7546976084302021,miRNA
URS000020C75E/Pseudomonas,0.6208980593409714,0.7322149653270975,0.75545709492492,0.762016805698049,0.7636754646133767,miRNA
URS00002CF439/Capnocytophaga,0.6392300217530144,0.7449590389039796,0.7620266734730307,0.7655807188826579,0.7665155055829981,miRNA
URS00002D2BC5/Rhizobium,0.6331337696692323,0.7409998861986368,0.7612948997221847,0.7643994009635234,0.7654640357268643,miRNA
URS0000326346/Prevotella,0.6351036064362822,0.7420923298120385,0.7608902037998423,0.76440345524914,0.7659835304859604,miRNA
URS00002EE34B/Pseudomonas,0.6421179198788679,0.7446406543628152,0.7624400611948975,0.7656920420896709,0.7662577372066632,miRNA
URS00003B57B0/Rivularia,0.6322780092136706,0.7332582271638923,0.755665226648356,0.7619351464638151,0.7640869857031571,miRNA
URS000035ED5D/Capnocytophaga,0.6132478820222365,0.7304561564034198,0.7580618979253704,0.7647671019675506,0.7667531973639979,miRNA
URS00003E1E75/Capnocytophaga,0.634397318116801,0.7413841644322826,0.7600802769719271,0.7651448516847802,0.7665085158309919,miRNA
URS00003CFD19/Desulfobacter,0.6182163271855609,0.7293354616676264,0.756242519162295,0.7619582946537172,0.7639467441472534,miRNA
URS000053415E/Lachnospiraceae,0.6192760830810774,0.7377583871395544,0.7612608239258569,0.7651080565526428,0.765921013422403,miRNA
URS00003F18A8/Capnocytophaga,0.6375418394176559,0.7429374516361152,0.7614821227759812,0.765289878565842,0.7663850502744708,miRNA
URS00004159DF/Ralstonia,0.6377682697129624,0.742285039912534,0.7629710972389457,0.7664484322868088,0.7674253615490378,miRNA
URS000045437B/Prevotella,0.6349037052127549,0.7425422207085638,0.762065936658737,0.7657042291608456,0.7669390533995695,miRNA
URS000047E949/Prevotella,0.6313034878700637,0.7305860791499752,0.7498519780769757,0.7530132625240986,0.7543228480570243,miRNA
URS00005255A8/Rhizobium,0.6285271142758614,0.7387087987498566,0.7585254256070088,0.7640573755057513,0.7653966742985614,miRNA
URS000055B57E/Pseudomonas,0.6368458945958743,0.7437756517337563,0.761610069141065,0.7651031962741103,0.7664206612314043,miRNA
URS000057EBF6/Moorea,0.6419257036163948,0.6482572936197228,0.651532726612799,0.6546534965876183,0.6576089518980052,miRNA
URS0000655ADD/Frankia,0.6121650988809478,0.7336165316786963,0.7574188009755318,0.7625810922855825,0.764782708636498,miRNA
URS0000669483/Sorangium,0.611860425867613,0.7301738901280994,0.7521502560434785,0.7588482782930329,0.7614955248370959,miRNA
URS00005C93BE/Pseudomonas,0.6192825077421202,0.735119879782677,0.7586766309004539,0.7638908353444007,0.7658613735689888,miRNA
URS0000674681/Streptomyces,0.6144762609771532,0.7385385382365985,0.7596174511359723,0.7616735448074704,0.7624334452202127,miRNA
URS0000609D73/Pseudomonas,0.6248213177209561,0.7393257926952566,0.7611708357431625,0.7651766222382965,0.7660452765407493,miRNA
URS00005684F2/Xanthomonas,0.6339549821540764,0.7349454639034685,0.7583977232266679,0.7635276136137746,0.7652504215867395,miRNA
URS0000613847/Pseudomonas,0.6399848713121333,0.7426552302706979,0.7618890880750334,0.7656920420896709,0.7662577372066632,miRNA
URS00006A857B/Sphingomonas,0.5913119655023356,0.722413231841809,0.7551967469757834,0.7635386503346152,0.7661397752618185,miRNA
URS00007F06D9/Candidatus,0.6309481027061538,0.7283403241627929,0.7540821498778935,0.7611544449708604,0.7636032645649047,miRNA
URS0000ADC386/Curtobacterium,0.5901741688929869,0.7249010822624341,0.7561041010837618,0.7624937151582993,0.7645000169691244,miRNA
URS0000705BBA/Streptomyces,0.6066518204240852,0.7268960667393373,0.7519767207350057,0.7622318000874142,0.7649104019942707,miRNA
URS0000AF0259/Curtobacterium,0.5765147906196924,0.720097840030866,0.7550697298958884,0.7635265014892365,0.7656214246422727,miRNA
URS0000702B0E/Spirosoma,0.6364000676053178,0.7423990197113511,0.7621262541064557,0.7665844531885566,0.767615899986485,miRNA
URS000071FD08/Streptomyces,0.5759156580077758,0.713805666467845,0.7534525316303364,0.7624431819910837,0.7645805115826966,miRNA
URS000080159D/Neochlamydia,0.6300482022474853,0.7409099720139893,0.7611564125422321,0.7654663839900125,0.7666130966401923,miRNA
URS00007E5D41/Parachlamydia,0.6306485592129806,0.7282882290918616,0.755480740111334,0.762825622888744,0.7643189114952482,miRNA
URS000080A228/Candidatus,0.619008741254877,0.7359395546163295,0.7573221212239206,0.7603414959659514,0.7607318896492004,miRNA
URS00007F65E4/Parachlamydia,0.6333343326509641,0.7423463609688161,0.7618539592771795,0.7658571283638727,0.7669024330534635,miRNA
URS000083257D/Tannerella,0.6394721398674805,0.7434319906833748,0.7625430402137021,0.7666886574710982,0.7676946611361912,miRNA
URS0000B85E65/Sphingomonas,0.6407615427035153,0.7407634151350021,0.7612554149508104,0.7661066123756752,0.7670381429233547,miRNA
URS000080A323/Parachlamydia,0.6341096638142055,0.73799657883758,0.7585289922615003,0.763119584393078,0.7643281067577896,miRNA
URS0000820B05/Tannerella,0.6233068187601504,0.7363526491151651,0.7609896234108802,0.7657805511402993,0.7667041335047486,miRNA
URS0000824F6B/Tannerella,0.629449879829056,0.7406317070147164,0.7615308477419791,0.7664606837560107,0.7676751563132236,miRNA
URS00000FB4B3/Capnocytophaga,0.6181241144927343,0.7209306220859855,0.7511916089653977,0.7612167676417407,0.7646970918756865,miRNA
URS00001D7098/Xenococcus,0.6218817982474283,0.7400137575395286,0.7615839869439278,0.7653886155192782,0.7659680398080405,miRNA
URS000007F1E8/Pantoea,0.632601445357523,0.7421040146385068,0.7618165338232745,0.7657486941147819,0.7664143948271853,miRNA
URS00001D5617/Candidatus,0.5951512812425686,0.7173952841860858,0.7499942998714481,0.7598741628536223,0.7628661372695152,miRNA
URS0000D215CF/Chitinophaga,0.6111176272542895,0.7281618223301034,0.7575840148015098,0.7640899010515336,0.7660777956365726,miRNA
URS00002353C5/Pseudomonas,0.6408823255515921,0.7428072294332807,0.7613009832116192,0.7649682945400988,0.7660012940004954,miRNA
URS0000CD6FAC/Chitinophaga,0.6189387470148655,0.7354848240184192,0.7590288727909428,0.7643958742791294,0.7660689719996836,miRNA
URS0000D0BEC8/Pseudomonas,0.6395524159830431,0.7430233632420872,0.7611140910861024,0.7651215118164387,0.7666802021690243,miRNA
URS0000D23776/Spirosoma,0.641589655995903,0.7453543372879031,0.7624300227332321,0.7660788503275784,0.7668347345492578,miRNA
URS0000E138E8/Stenotrophomonas,0.6413885008980464,0.7417954088735693,0.7617346992020817,0.7655858948841863,0.7665085158309919,miRNA
URS0000CFA823/Pseudomonas,0.6393073192320428,0.7432288783310285,0.7624865206380493,0.7658049816203766,0.7669261534293937,miRNA
URS0000DC2270/Pseudomonas,0.6388014328069828,0.7403108887087333,0.7608050973407828,0.7653385904774124,0.7666769467743804,miRNA
URS0000E15330/Stenotrophomonas,0.6407419615398646,0.7448051951172764,0.7625652038578569,0.765855615899506,0.7665701009314183,miRNA
URS0000DE9C8B/Pseudomonas,0.6263838100436511,0.7419571098106615,0.7618997872009134,0.7647795075494821,0.7655821629431115,miRNA
URS0000E17B49/Stenotrophomonas,0.6417129922284661,0.7450780993292715,0.7623265043013481,0.7655886482713262,0.766270637677898,miRNA
URS0000DEAA98/Pseudomonas,0.6390440077698659,0.7432516206189103,0.7625298486015846,0.7655807188826579,0.766269141422024,miRNA
URS0000E26647/Stenotrophomonas,0.6399731014181718,0.7413082353158148,0.7605533056517257,0.7653423542192455,0.7660615127943003,miRNA
URS0000E276B4/Thiocapsa,0.6406114106780826,0.7276136633502525,0.7485525277810707,0.7510480793589407,0.7527612610703474,miRNA
URS0000E343A9/Stenotrophomonas,0.6402837633460449,0.7411701736565557,0.7603875005546472,0.7649955609681589,0.7660226151594309,miRNA
URS0000E436D3/Eilatimonas,0.6349721219655159,0.685385206136542,0.7013627496889923,0.716617530517483,0.7310778748222833,miRNA
URS0000EE4968/Labrenzia,0.6160198281824256,0.7022773107300603,0.7323550031583234,0.7456545362187967,0.7551153958212711,miRNA
URS0000EC949F/Tepidamorphus,0.6289784222833218,0.7103274659189622,0.7376190675831448,0.749696270782609,0.757200044015373,miRNA
URS0000ECB7FB/Anoxybacillus,0.6226512503485098,0.7230571111788738,0.7468901351463882,0.7535809074374731,0.755980765040334,miRNA
URS0000ECCD21/Larkinella,0.6246202166745387,0.7328867329382333,0.7561093337063215,0.7618110643926446,0.7647110585081519,miRNA
URS00010C75D7/Sinorhizobium,0.6320507097520278,0.7148637893403331,0.7409391781220764,0.752083477987948,0.7588277938650579,miRNA
URS00012E0807/Stenotrophomonas,0.6419257036163948,0.7427969486734536,0.7617927451438327,0.7659935470802569,0.7666548895032307,miRNA
URS0000EE636E/Stenotrophomonas,0.6412823289007504,0.7432458695598562,0.7616430725079081,0.7655366801415563,0.7664147349480721,miRNA
URS0001535F0D/Chitinophaga,0.6255551021465896,0.7184980652845705,0.748436285931277,0.7592333127930545,0.7638251739184951,miRNA
URS0000EE6B72/Stenotrophomonas,0.6409390674269329,0.7440710368848648,0.7622499052883746,0.7659804273712096,0.7664333841960067,miRNA
URS0000EE9049/Stenotrophomonas,0.6420667921943215,0.7424147280743961,0.7611147469628821,0.7654811045339985,0.76623089559255,miRNA
URS0000F02773/Pseudomonas,0.641637979718537,0.7426815242865329,0.7619945954605012,0.7656891695829942,0.7666459254495422,miRNA
URS0001DBD379/Novosphingobium,0.6157005526841212,0.7196883396111972,0.7513039780210641,0.759830730518093,0.7645733044861174,miRNA
URS000160FDB3/Pseudomonas,0.6408170803709878,0.7422674590438,0.7618228999073496,0.7659137741194603,0.766714356560826,miRNA
URS0001FF58A2/Novosphingobium,0.6228920308569398,0.725538813750192,0.7539947771271682,0.761336206335703,0.7651752338177711,miRNA
URS0001F4F4DB/Novosphingobium,0.6060394769326674,0.7113787241384182,0.748236998562819,0.7583732537849357,0.7637547009651641,miRNA
URS000218B35A/Confluentimicrobium,0.6390749976688734,0.7389855979514558,0.7593376583252036,0.7651172287520916,0.7668327505970398,miRNA
URS00021A486D/Sphingomonas,0.5910378138317924,0.7210484142876254,0.7531374154617111,0.7619868626709596,0.7650357830773361,miRNA
URS00021ACA95/Novosphingobium,0.6229064898472148,0.7223483284531158,0.7522421266011625,0.7602216711818007,0.764065526281051,miRNA
URS00021ADE18/Halomonas,0.6200402452559809,0.7377181867368013,0.7593726200520388,0.7648067432127899,0.7660226151594309,miRNA
URS00021AE063/Rhizobium,0.6186704757556585,0.7313904978057317,0.756832245587934,0.7638541160696456,0.7655807188826579,miRNA
URS00021C081C/Dyella,0.6188840231523117,0.7361324809540394,0.7595993620573751,0.764761750222617,0.7662923202923886,miRNA
URS00021C0B9D/Methylorubrum,0.6131756396622693,0.7303376741111971,0.7580839338705334,0.7638916608286633,0.7654597991414855,miRNA
URS00021C22EE/Paeniglutamicibacter,0.6005901108923201,0.7222645730331502,0.7536882502762655,0.7620757835709652,0.7647241034115205,miRNA
URS000218D91A/Pseudomonas,0.6326063769829021,0.741398349363095,0.7622280800779306,0.7660708498180137,0.7670861927482122,miRNA
URS00021B005B/Sphingosinicella,0.605113797258755,0.729059923027829,0.7577601506905877,0.7645207132885733,0.7662476231078531,miRNA
URS00021B028A/Sphingomonas,0.630533414187165,0.7388430807630606,0.7612215328085181,0.7653265489010526,0.7665085158309919,miRNA
URS000218FD5C/Sphingomonas,0.6085075129673347,0.7318535535149633,0.7583041758491669,0.7649559487031765,0.7665509211803494,miRNA
URS00021B14C0/Sphingomonas,0.6228872419126537,0.7373216873939049,0.7617159163319284,0.7664378918837227,0.7671788904261627,miRNA
URS00021B16B1/Dyella,0.621122531516588,0.7394435309357448,0.7608653457277048,0.7651917987172044,0.7663701643604884,miRNA
URS00021B2778/Sphingomonas,0.610738246085419,0.7289456570417553,0.7567956682786183,0.7637559572497843,0.7658252558837898,miRNA
URS00021B3E92/Rhizobium,0.6177812086268113,0.7282398141969505,0.757563563620525,0.7636196218130233,0.7651636774373969,miRNA
URS00021B4EC1/Streptosporangium,0.6057614442433397,0.729683525088768,0.7570249266263119,0.762791194663229,0.7632541536817803,miRNA
URS00021B611A/Sphingomonas,0.6236465911463884,0.7345610763626489,0.7595196124371018,0.7653105718212119,0.766655159542719,miRNA
URS00021B6483/Sphingomonas,0.604875926917623,0.7305874301226583,0.7594605694240506,0.765201845818076,0.766658648217641,miRNA
URS00021C79A6/Sphingomonas,0.6251247413819526,0.7367291070962753,0.76158961362904,0.7653026682511326,0.7664113356966797,miRNA
